Var_Name,Var_Label
F2B11E,Delayed continuing educ because needed to improve acad qualifications
F2B11F,Delayed continuing educ because school was deferred
F2B11G,Delayed continuing educ because wanted to work
F2B11H,Delayed continuing educ because wanted to serve in military
F2B11I,Delayed continuing educ for family reasons
F2B11J,Delayed continuing educ because wanted to travel or pursue interests
F2B11K,Delayed continuing educ because of traumatic experience
F2B11L,Delayed continuing educ because of health reasons
F2B11N,Delayed continuing educ b/c incarcerated/other reason
F2B13A,Chose school for program
F2B13B,Chose school for reputation
F2B13C,Chose school for cost
F2B13D,Chose school for location
F2B13E,Chose school for personal or family reasons
F2B13F,Chose school for another reason
F2B14,Main reason chose school
F2B15,Field of study most likely to pursue upon entering
F2B16A,Took remedial course to improve reading skills
F2B16B,Took remedial course to improve writing skills
F2B16C,Took remedial course to improve math skills
F2B17A,High school math prepared for first postsecondary school
F2B17B,High school science prepared for first postsecondary school
F2B17C,High school English/writing prepared for first postsecondary school
F2B17D,High school voc/tech courses prepared for first postsecondary school
F2B18A,Talk with faculty about academic matters outside of class
F2B18B,Meet with advisor about academic plans
F2B18C,Work on coursework at school library
F2B18D,Use the web to access school library for coursework
F2B18E,Participate in intramural or nonvarsity sports
F2B18F,Participate in varsity or intercollegiate sports
F2B18G,Participate in other extracurricular activities
F2B20A,Enrolled part-time for financial reasons
F2B20B,Enrolled part-time because full-time program was not available
F2B20C,Enrolled part-time because of family responsibilities
F2B20D,Enrolled part-time because working
F2B20E,Enrolled part-time because of other interests/hobbies
F2B20F,Enrolled part-time for personal health reasons
F2B20G,Enrolled part-time because of a traumatic experience
F2B20H,Enrolled part-time for another reason
F2B21A,Transferred because completed degree or certificate
F2B21B,Transferred because finished classes
F2B21C,Transferred to pursue bachelor^s degree
F2B21D,Transferred due to academic problems
F2B21E,Transferred due to scheduling problems
F2B21F,Transferred due to dissatisfaction with school
F2B21G,Transferred because of location
F2B21H,Transferred for financial reasons
F2B21I,Transferred due to family responsibilities
F2B21J,Transferred due to personal health reasons
F2B21K,Transferred because of a traumatic experience
F2B21L,Transferred for another reason
F2B22,Major declared/undeclared
F2B25A,Postsecondary education paid with grants/scholarships
F2B25B,Postsecondary education paid with student loans
F2B25C,Postsecondary education paid with parent loans
F2B25D,Postsecondary education paid with college work-study
F2B25E,Postsecondary education paid with savings/job earnings
F2B25F,Postsecondary education paid with contributions from family
F2B25G,Postsecondary education paid with employer assistance
F2B25H,Postsecondary education paid another way
F2B26P,Amount borrowed for undergraduate loans - categorical
F2B27,Whether parents helping to repay loans
F2B28P,Amount expects in undergraduate student loans in future - categorical
F2B29A,No longer enrolled due to completion of degree/certificate
F2B29B,No longer enrolled due to finishing desired classes
F2B29C,No longer enrolled due to academic problems
F2B29D,No longer enrolled due to scheduling problems
F2B29E,No longer enrolled due to dissatisfaction with school
F2B29F,No longer enrolled for financial reasons
F2B29G,No longer enrolled due to family responsibilities
F2B29H,No longer enrolled due to personal health reasons
F2B29I,No longer enrolled due to call for military service
F2B29J,No longer enrolled due to traumatic experience
F2B29K,No longer enrolled due to another reason
F2BYWT,Second follow-up base year panel weight
F2C01,Ever held a job since leaving high school
F2C02,Whether held job between high school/first postsecondary attendance
F2C04P2,Year started first job after high school
F2C05P,Hours per week on first job after high school - categorical
F2C06B,Earnings on first job after high school (time unit)
F2C07,Type of employer - first job
F2C08A,Job placement due to responding to advertisement
F2C08B,Job placement due to sending resume or contacting employers
F2C08C,Job placement due to networking with friends or relatives
F2C08D,Job placement due to school assistance
F2C08E,Job placement due to another way
F2C09,Still employed by first employer after high school
F2C10P2,Year stopped working for first employer
F2C11P,Reason no longer working for first employer
F2C12,Has job with another employer at which works more hours
F2C13,Whether currently employed
F2C14,Whether current position with first employer is same job
F2C15P,Main reason for not currently working
F2C17P2,Year started current job
F2C18P,Hours per week on current job - categorical
F2C19B,Earnings on current job (time unit)
F2C20,Type of employer - current job
F2C21,Whether current employer offers health insurance
F2C22A,Satisfaction with pay/fringe benefits of current job
F2C22B,Satisfaction with working conditions of current job
F2C22C,Satisfaction with promotion opportunities of current job
F2C22D,Satisfaction with security of current job
F2C23,Description of current job^s purpose
F2C24_P,Number of jobs during 2004-2005 school year
F2C25A,Held internship or co-op job while enrolled in 2004-2005 school year
F2C25B,Held work-study job while enrolled in 2004-2005 school year
F2C25C,Held job related to studies while enrolled in 2004-2005 school year
F2C26P,Hours worked weekly during 2004-2005 school year - categorical
F2C27,Main reason for working while enrolled in 2004-2005 school year
F2C28,Whether could have afforded school without working in 2004-2005
F2C29_P,Number of jobs during 2005-2006 school year
F2C30A,Held internship or co-op job while enrolled in 2005-2006 school year
F2C30B,Held work-study job while enrolled in 2005-2006 school year
F2C30C,Held job related to studies while enrolled in 2005-2006 school year
F2C31P,Hours worked weekly during 2005-2006 school year - categorical
F2C32,Main reason for working while enrolled in 2005-2006 school year
F2C33,Whether could have afforded school without working in 2005-2006
F2C35_P,Respondent^s total 2005 job earnings-categorical
F2C36,Contribute to children^s or anyone else^s support
F2C37_P,Number of credit cards in own name
F2C38,Whether used credit to pay tuition
F2C39,Payoff or carry credit balance
F2C41,How much education respondent thinks will be needed for job at age 30
F2CURO_P,Current occupation (using ELS BY/F1 coding scheme)
F2CURWGE,Standardized current job wage rate (per hour)
F2D01,Marital status
F2D02P2,Year of first marriage
F2D03,Whether has biological children
F2D04_P,Number of biological children
F2D05P2,Year first biological child was born
F2D07,Residence while enrolled in spring 2006
F2D08A_P,Household composition-father or male guardian
F2D08B_P,Household composition-mother or female guardian
F2D08C_P,Household composition-friends or roommates
F2D08D_P,Household composition-siblings
F2D08E,Household composition-spouse
F2D08F_P,Household composition-biological children
F2D08G_P,Household composition-other children
F2D08H_P,Household composition-others
F2D09,Whether performed volunteer/community service work in past 2 years
F2D10A,Volunteered with youth organization
F2D10B,Volunteered with school/community organizations
F2D10C,Volunteered with political organization
F2D10D,Volunteered with church-related group
F2D10E,Volunteered with neighborhood/social action associations
F2D10F,Volunteered with hospital or nursing home
F2D10G,Volunteered with education organizations
F2D10H,Volunteered with conservation/environmental group
F2D11,Frequency of volunteer service
F2D12,Voted in local or state election in past 2 years
F2D13,Voted in 2004 Presidential election
F2D14,Whether served in military
F2D15A,Parents/guardians divorced in last 2 years
F2D15B,Parent/guardian lost job in last 2 years
F2D15C,Parent/guardian died in last 2 years
F2D15D,A close relative/friend died in last 2 years
F2D15E,Respondent became seriously ill or disabled in last 2 years
F2D15F,Family member became seriously injured/disabled in last 2 years
F2D15G,Respondent was victim of violence in last 2 years
F2DOSTAT,F2 dropout status (as of 2006 interview)
